antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Cucumber Kirby'}),frozenset({'Organic Baby Spinach'}),0.03753081574331866,0.09143536972759496,0.006267400929684913,0.16699346405228757,1.8263552118813096,1.0,0.0028357569160163292,1.0907052838891955,0.4701048035193676,0.051079568172730905,0.08316204682328306,0.11776903249562735
frozenset({'Organic Cucumber'}),frozenset({'Bag of Organic Bananas'}),0.03077281591502827,0.14779291820489862,0.008254326469037078,0.2682343563172579,1.814933757146472,1.0,0.003706322203572902,1.1645901787711925,0.46327188354687976,0.04846608094483653,0.1413288397682165,0.16204248936194846
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Cucumber'}),0.14779291820489862,0.03077281591502827,0.008254326469037078,0.05585062240663901,1.814933757146472,1.0,0.003706322203572902,1.0265612699502424,0.5268856745593689,0.04846608094483653,0.025874023039589217,0.16204248936194846
frozenset({'Organic Strawberries'}),frozenset({'Organic Baby Carrots'}),0.10170115168091448,0.028638710706094465,0.0052739381600088306,0.051857211770381086,1.8107383500104843,1.0,0.0023613482985424877,1.024488401275129,0.49842999997142273,0.04216926547023633,0.02390305370431679,0.11800569367962307
frozenset({'Organic Baby Carrots'}),frozenset({'Organic Strawberries'}),0.028638710706094465,0.10170115168091448,0.0052739381600088306,0.18415417558886507,1.810738350010484,1.0,0.0023613482985424877,1.1010644676247057,0.46093981701440656,0.04216926547023633,0.09178796573349539,0.11800569367962307
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Gala Apples'}),0.14779291820489862,0.027755632688604613,0.007371248451547226,0.04987551867219917,1.7969512434380979,1.0,0.0032691624998750744,1.0232810399250865,0.5204156163313437,0.043830221703617264,0.02275136449981601,0.15772609340591842
frozenset({'Organic Gala Apples'}),frozenset({'Bag of Organic Bananas'}),0.027755632688604613,0.14779291820489862,0.007371248451547226,0.26557666813963765,1.7969512434380976,1.0,0.0032691624998750744,1.160375827979732,0.4561629654289234,0.043830221703617264,0.13821024543311425,0.15772609340591842
frozenset({'Limes'}),frozenset({'Organic Hass Avocado'}),0.05191762844492414,0.08194228103957907,0.0076288128733150995,0.14694070399244036,1.7932220354162012,1.0,0.003374563972372681,1.0761944958071066,0.46656765930541627,0.06043528954527788,0.07079993077827766,0.12002026967321464
frozenset({'Organic Hass Avocado'}),frozenset({'Limes'}),0.08194228103957907,0.05191762844492414,0.0076288128733150995,0.09309983535398893,1.7932220354162012,1.0,0.003374563972372681,1.0454098571314512,0.48182653856020796,0.06043528954527788,0.04343737226283026,0.12002026967321464
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Baby Spinach'}),0.08194228103957907,0.09143536972759496,0.01340561490439454,0.1635982637329741,1.7892229694085282,1.0,0.005913192141218134,1.0862777907748635,0.4804688815878155,0.0837997393237752,0.07942516316505004,0.15510563756735896
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Hass Avocado'}),0.09143536972759496,0.08194228103957907,0.01340561490439454,0.1466130114017438,1.7892229694085282,1.0,0.005913192141218134,1.0757812472257053,0.48548903486340295,0.0837997393237752,0.07044298961441747,0.15510563756735896
frozenset({'Organic Lemon'}),frozenset({'Organic Baby Spinach'}),0.0340475635632198,0.09143536972759496,0.005519237609311567,0.16210374639769454,1.7728779014142493,1.0,0.0024060860465847742,1.0843402466191732,0.45131141782106143,0.0460075656885799,0.07778024184026605,0.11123295971796196
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Lemon'}),0.09143536972759496,0.0340475635632198,0.005519237609311567,0.060362173038229376,1.7728779014142493,1.0,0.0024060860465847742,1.0280050554798281,0.4798176696635078,0.0460075656885799,0.027242137896643547,0.11123295971796196
frozenset({'Organic Whole Milk'}),frozenset({'Organic Strawberries'}),0.052530877068180985,0.10170115168091448,0.009456293770620485,0.18001400887228577,1.7700292071133714,1.0,0.004113843073977938,1.095505115988224,0.4591575182904561,0.06531684174855981,0.08717906890108104,0.13649759777912407
frozenset({'Organic Strawberries'}),frozenset({'Organic Whole Milk'}),0.10170115168091448,0.052530877068180985,0.009456293770620485,0.09298118668596238,1.7700292071133714,1.0,0.004113843073977938,1.0445969907393489,0.4842904696541246,0.06531684174855981,0.04269301092642809,0.13649759777912407
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Baby Spinach'}),0.04280475390332749,0.09143536972759496,0.006917444470337164,0.16160458452722062,1.767418724380668,1.0,0.003003575971087702,1.0836946546994852,0.45362022191257906,0.054330026009055,0.07723084573365749,0.11862925403423405
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Yellow Onion'}),0.09143536972759496,0.04280475390332749,0.006917444470337164,0.07565392354124749,1.7674187243806678,1.0,0.003003575971087702,1.035537739029269,0.47790009150791607,0.054330026009055,0.03431814958533797,0.11862925403423405
frozenset({'Organic Lemon'}),frozenset({'Bag of Organic Bananas'}),0.0340475635632198,0.14779291820489862,0.00878172028503796,0.25792507204610954,1.7451788298037718,1.0,0.003749731508262929,1.148411096632622,0.4420433178840253,0.050744153082919914,0.12923168111819364,0.1586720795915195
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Lemon'}),0.14779291820489862,0.0340475635632198,0.00878172028503796,0.05941908713692946,1.7451788298037716,1.0,0.003749731508262929,1.0269743126048352,0.5010435010951193,0.050744153082919914,0.02626581042364831,0.1586720795915195
frozenset({'Banana'}),frozenset({'Seedless Red Grapes'}),0.17746188659806458,0.03131247470349429,0.009554413550341579,0.053839242518487804,1.7194183158088,1.0,0.00399764271540531,1.0238086050778044,0.5086791196867186,0.04795912085205935,0.023254937455809904,0.1794852303465921
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.03131247470349429,0.17746188659806458,0.009554413550341579,0.3051312181746964,1.7194183158087997,1.0,0.00399764271540531,1.1837315690615224,0.43193284986920855,0.04795912085205935,0.1552138794500406,0.1794852303465921
frozenset({'Organic Baby Spinach'}),frozenset({'Large Lemon'}),0.09143536972759496,0.05792746495284118,0.009100609569131517,0.09953051643192488,1.7181921652009595,1.0,0.0038039903937861844,1.04620151180941,0.46005854614233743,0.06488282616299405,0.044161197711810075,0.12831702616006577
frozenset({'Large Lemon'}),frozenset({'Organic Baby Spinach'}),0.05792746495284118,0.09143536972759496,0.009100609569131517,0.15710353588820664,1.7181921652009593,1.0,0.0038039903937861844,1.0779077490019013,0.4436950524818653,0.06488282616299405,0.07227682431454888,0.12831702616006577
frozenset({'Organic Lemon'}),frozenset({'Organic Strawberries'}),0.0340475635632198,0.10170115168091448,0.005936246673126219,0.17435158501440923,1.7143521202339396,1.0,0.002473570246817625,1.0879919733567982,0.4313765839206002,0.04572940287226002,0.08087557216558795,0.11636054889890746
frozenset({'Organic Strawberries'}),frozenset({'Organic Lemon'}),0.10170115168091448,0.0340475635632198,0.005936246673126219,0.05836951278340569,1.7143521202339396,1.0,0.002473570246817625,1.0258296110314782,0.4638648519249425,0.04572940287226002,0.025179241029615353,0.11636054889890746
frozenset({'Small Hass Avocado'}),frozenset({'Banana'}),0.018667288091938232,0.17746188659806458,0.005531502581776704,0.2963206307490145,1.6697705430132974,1.0,0.00221877041931176,1.168910372173432,0.4087454881827363,0.02902187902187902,0.14450241540706488,0.16374535926143793
frozenset({'Banana'}),frozenset({'Small Hass Avocado'}),0.17746188659806458,0.018667288091938232,0.005531502581776704,0.03117008777386136,1.6697705430132972,1.0,0.00221877041931176,1.0129050512625015,0.48765560144024994,0.02902187902187902,0.012740632743825702,0.16374535926143793
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Whole String Cheese'}),0.14779291820489862,0.022248660051758185,0.005482442691916157,0.03709543568464731,1.667311002026653,1.0,0.002194248296718064,1.0154187405305795,0.4696415690947984,0.033315942461056874,0.01518461292384938,0.14175609711465
frozenset({'Organic Whole String Cheese'}),frozenset({'Bag of Organic Bananas'}),0.022248660051758185,0.14779291820489862,0.005482442691916157,0.2464167585446527,1.667311002026653,1.0,0.002194248296718064,1.130873186815153,0.4093391179695414,0.033315942461056874,0.11572755313416475,0.14175609711465
frozenset({'Organic Strawberries'}),frozenset({'Seedless Red Grapes'}),0.10170115168091448,0.03131247470349429,0.005249408215078557,0.05161601543656536,1.6484169943554579,1.0,0.0020648934757536864,1.0214085655847693,0.43789144709432576,0.041086685226072756,0.020959845360717697,0.10963096110645346
frozenset({'Seedless Red Grapes'}),frozenset({'Organic Strawberries'}),0.03131247470349429,0.10170115168091448,0.005249408215078557,0.16764590677634156,1.6484169943554576,1.0,0.0020648934757536864,1.0792268045922944,0.40607251806325034,0.041086685226072756,0.07341070871773264,0.10963096110645346
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.02816037677995413,0.17746188659806458,0.008156206689315982,0.2896341463414634,1.6320921178836503,1.0,0.0031588130986329914,1.1579077304542265,0.3985117266455131,0.04130434782608696,0.13637332777136071,0.16779723766033014
frozenset({'Banana'}),frozenset({'Yellow Onions'}),0.17746188659806458,0.02816037677995413,0.008156206689315982,0.0459603289791969,1.63209211788365,1.0,0.0031588130986329914,1.0186574549674619,0.47084685798954024,0.04130434782608696,0.018315730058695568,0.16779723766033014
frozenset({'Organic Baby Spinach'}),frozenset({'Limes'}),0.09143536972759496,0.05191762844492414,0.007739197625501331,0.08464118041582831,1.6302975107119608,1.0,0.0029920900732597917,1.0357494255485187,0.4255228640869356,0.05706792077417021,0.03451551569008706,0.11685401803687706
frozenset({'Limes'}),frozenset({'Organic Baby Spinach'}),0.05191762844492414,0.09143536972759496,0.007739197625501331,0.14906685565792582,1.6302975107119606,1.0,0.0029920900732597917,1.0677273958753721,0.40778632245578295,0.05706792077417021,0.06343135535999442,0.11685401803687706
frozenset({'Banana'}),frozenset({'Boneless Skinless Chicken Breasts'}),0.17746188659806458,0.019464511302172128,0.005543767554241841,0.031239201050521807,1.6049311778526745,1.0,0.002089558656849024,1.0121543829613235,0.4582405566364292,0.02896693155601128,0.012008427929504845,0.15802665786615566
frozenset({'Boneless Skinless Chicken Breasts'}),frozenset({'Banana'}),0.019464511302172128,0.17746188659806458,0.005543767554241841,0.2848141146817895,1.6049311778526745,1.0,0.002089558656849024,1.1501039523954815,0.3844025303362955,0.02896693155601128,0.130513378449695,0.15802665786615566
frozenset({'Organic Tomato Cluster'}),frozenset({'Bag of Organic Bananas'}),0.023597807022923235,0.14779291820489862,0.005568297499172114,0.23596673596673595,1.5966038077656335,1.0,0.0020807087360182382,1.1154057315467858,0.3827014555667255,0.033579881656804735,0.10346524881734932,0.1368215422572269
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Tomato Cluster'}),0.14779291820489862,0.023597807022923235,0.005568297499172114,0.03767634854771784,1.5966038077656335,1.0,0.0020807087360182382,1.0146297365793182,0.4384738738426874,0.033579881656804735,0.014418793429650903,0.1368215422572269
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.06685636490746079,0.17746188659806458,0.018937117486171242,0.28325077967345436,1.5961217650919728,1.0,0.007072660838604611,1.1475954072572176,0.40023997321951366,0.08402263822377012,0.12861275526535482,0.19498083941859184
frozenset({'Banana'}),frozenset({'Organic Avocado'}),0.17746188659806458,0.06685636490746079,0.018937117486171242,0.10671089916372935,1.5961217650919728,1.0,0.007072660838604611,1.0446154937063017,0.45405966901000594,0.08402263822377012,0.04270996742352126,0.19498083941859184
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Unsweetened Almond Milk'}),0.14779291820489862,0.022199600161897638,0.005175818380287737,0.03502074688796681,1.5775395337108276,1.0,0.001894874689378945,1.0132864480606412,0.4295921406804611,0.03140348266111029,0.013112233057167915,0.13408495907934254
frozenset({'Organic Unsweetened Almond Milk'}),frozenset({'Bag of Organic Bananas'}),0.022199600161897638,0.14779291820489862,0.005175818380287737,0.23314917127071824,1.5775395337108276,1.0,0.001894874689378945,1.1113075057990875,0.3744132899025435,0.03140348266111029,0.10015905158406331,0.13408495907934254
frozenset({'Strawberries'}),frozenset({'Banana'}),0.054603657414789106,0.17746188659806458,0.015233095801699926,0.27897574123989216,1.5720318688583959,1.0,0.005543027741717053,1.1407911778396935,0.384897385377964,0.07025284235533685,0.1234153809869994,0.18240721542608335
frozenset({'Banana'}),frozenset({'Strawberries'}),0.17746188659806458,0.054603657414789106,0.015233095801699926,0.08583868961227452,1.5720318688583959,1.0,0.005543027741717053,1.0341679655904903,0.44238750092924434,0.07025284235533685,0.03303908719603506,0.18240721542608335
frozenset({'Banana'}),frozenset({'Blueberries'}),0.17746188659806458,0.021942035740129765,0.00604663142531245,0.034072845393600115,1.552857072932587,1.0,0.0021527563670668617,1.0125587210128837,0.4328379733058718,0.03127180463051063,0.012402955751860931,0.15482289558668266
frozenset({'Blueberries'}),frozenset({'Banana'}),0.021942035740129765,0.17746188659806458,0.00604663142531245,0.2755729457797652,1.5528570729325868,1.0,0.0021527563670668617,1.135432627219184,0.36401291434822663,0.03127180463051063,0.11927843534924247,0.15482289558668266
frozenset({'Organic Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.10170115168091448,0.14779291820489862,0.023291182711294812,0.2290159189580318,1.5495730224402662,1.0,0.00826047271957343,1.1053497766690101,0.39481397441539545,0.10296589491948165,0.09530899529964462,0.1933046399769412
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Strawberries'}),0.14779291820489862,0.10170115168091448,0.023291182711294812,0.1575933609958506,1.5495730224402662,1.0,0.00826047271957343,1.0663482535952102,0.4161675560951308,0.10296589491948165,0.06222006119625193,0.1933046399769412
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Strawberries'}),0.09143536972759496,0.10170115168091448,0.014337752811744937,0.1568075117370892,1.5418459785890128,1.0,0.005038670406078307,1.065354424788225,0.3867933831842242,0.08018932638221977,0.06134524179708215,0.14889338442619052
frozenset({'Organic Strawberries'}),frozenset({'Organic Baby Spinach'}),0.10170115168091448,0.09143536972759496,0.014337752811744937,0.14097925711529183,1.5418459785890126,1.0,0.005038670406078307,1.0576748440571082,0.39121366774785926,0.08018932638221977,0.05452984381842232,0.14889338442619052
frozenset({'Organic Zucchini'}),frozenset({'Organic Strawberries'}),0.039125262163786444,0.10170115168091448,0.006071161370242724,0.15517241379310345,1.5257685014222266,1.0,0.0020920771483679346,1.0632925143368765,0.35862382939977616,0.04505324474378811,0.059525025788739964,0.10743425320624782
frozenset({'Organic Strawberries'}),frozenset({'Organic Zucchini'}),0.10170115168091448,0.039125262163786444,0.006071161370242724,0.05969609261939218,1.5257685014222266,1.0,0.0020920771483679346,1.0218767892956115,0.3836057217496575,0.04505324474378811,0.021408441335370138,0.10743425320624782
frozenset({'Organic Blueberries'}),frozenset({'Organic Baby Spinach'}),0.037874234972342484,0.09143536972759496,0.005151288435357462,0.13601036269430053,1.4875027366270162,1.0,0.00168824375751152,1.051592045832529,0.3406335649180955,0.04148967697322928,0.04906089394360546,0.09617419543165731
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Blueberries'}),0.09143536972759496,0.037874234972342484,0.005151288435357462,0.056338028169014086,1.4875027366270162,1.0,0.00168824375751152,1.0195661092084132,0.3607143821377467,0.04148967697322928,0.019190623375667355,0.09617419543165731
frozenset({'Red Vine Tomato'}),frozenset({'Banana'}),0.02096083794291882,0.17746188659806458,0.005531502581776704,0.26389701579871266,1.4870630582014266,1.0,0.001811752735750035,1.117422603977669,0.3345459234262161,0.02867679786354677,0.10508343357265358,0.14753355178628702
frozenset({'Banana'}),frozenset({'Red Vine Tomato'}),0.17746188659806458,0.02096083794291882,0.005531502581776704,0.03117008777386136,1.4870630582014266,1.0,0.001811752735750035,1.010537711214432,0.39819864296156326,0.02867679786354677,0.01042782579758266,0.14753355178628702
frozenset({'Red Peppers'}),frozenset({'Banana'}),0.02175806115315271,0.17746188659806458,0.00574000711368403,0.26381059751972946,1.4865760900944158,1.0,0.0018787805327294895,1.1172914342840992,0.33459337922157173,0.02966719492868463,0.10497837062471822,0.1480778054984092
frozenset({'Banana'}),frozenset({'Red Peppers'}),0.17746188659806458,0.02175806115315271,0.00574000711368403,0.03234501347708895,1.4865760900944156,1.0,0.0018787805327294895,1.0109408337386638,0.39793083223985054,0.02966719492868463,0.01082242736026647,0.1480778054984092
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Small Bunch Celery'}),0.14779291820489862,0.026467810579765248,0.005813596948474851,0.03933609958506224,1.4861863797353474,1.0,0.0019018419843968553,1.0133952040872347,0.3838701765438058,0.0345128877238969,0.013218144346064626,0.12949196082126144
frozenset({'Organic Small Bunch Celery'}),frozenset({'Bag of Organic Bananas'}),0.026467810579765248,0.14779291820489862,0.005813596948474851,0.2196478220574606,1.4861863797353474,1.0,0.0019018419843968553,1.0920800965046489,0.33603088474700166,0.0345128877238969,0.08431624823065982,0.12949196082126144
frozenset({'Organic Whole Milk'}),frozenset({'Organic Avocado'}),0.052530877068180985,0.06685636490746079,0.005151288435357462,0.09806210600046696,1.4667579689114056,1.0,0.0016392649491781906,1.0345985475281763,0.335867683772538,0.045093407773244575,0.03344151952546032,0.08755609427706341
frozenset({'Organic Avocado'}),frozenset({'Organic Whole Milk'}),0.06685636490746079,0.052530877068180985,0.005151288435357462,0.07705008255365987,1.4667579689114056,1.0,0.0016392649491781906,1.0265661278277372,0.3410238764941585,0.045093407773244575,0.025878632761780585,0.08755609427706341
frozenset({'Large Lemon'}),frozenset({'Banana'}),0.05792746495284118,0.17746188659806458,0.015073651159653147,0.2602159644293881,1.466320286669521,1.0,0.004793733943278686,1.111862481281437,0.337575658512562,0.06841841563213272,0.10060819855393804,0.1725780907225384
frozenset({'Banana'}),frozenset({'Large Lemon'}),0.17746188659806458,0.05792746495284118,0.015073651159653147,0.08494021701568871,1.466320286669521,1.0,0.004793733943278686,1.0295202046523673,0.3866334595364113,0.06841841563213272,0.028673749693271033,0.1725780907225384
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Yellow Onion'}),0.14779291820489862,0.04280475390332749,0.009210994321317749,0.062323651452282164,1.4559983592718972,1.0,0.0028847548289024534,1.020816241743951,0.3674999256923874,0.05078098586787477,0.020391761898683053,0.13875494893531012
frozenset({'Organic Yellow Onion'}),frozenset({'Bag of Organic Bananas'}),0.04280475390332749,0.14779291820489862,0.009210994321317749,0.21518624641833808,1.455998359271897,1.0,0.0028847548289024534,1.0858717471576866,0.3271913859908531,0.05078098586787477,0.079080929568763,0.13875494893531012
frozenset({'Organic Peeled Whole Baby Carrots'}),frozenset({'Banana'}),0.02177032612561785,0.17746188659806458,0.005617357389032662,0.2580281690140845,1.453992031531229,1.0,0.0017539542429253845,1.1085840176829425,0.319187129494669,0.029013049537564933,0.09794838816988773,0.14484102486228448
frozenset({'Banana'}),frozenset({'Organic Peeled Whole Baby Carrots'}),0.17746188659806458,0.02177032612561785,0.005617357389032662,0.031653880710484486,1.453992031531229,1.0,0.0017539542429253845,1.010206634165187,0.37960346943570034,0.029013049537564933,0.010103511321346216,0.14484102486228448
frozenset({'Organic Strawberries'}),frozenset({'Organic Yellow Onion'}),0.10170115168091448,0.04280475390332749,0.0063164608195454604,0.062108055957549445,1.4509616407985326,1.0,0.0019631680501589355,1.020581584239888,0.34598942737654376,0.04570870684299281,0.0201665252026047,0.10483626293579479
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Strawberries'}),0.04280475390332749,0.10170115168091448,0.0063164608195454604,0.14756446991404013,1.4509616407985326,1.0,0.0019631680501589355,1.0538026825659188,0.3247006349126179,0.04570870684299281,0.05105574644668196,0.10483626293579479
frozenset({'Organic Blueberries'}),frozenset({'Bag of Organic Bananas'}),0.037874234972342484,0.14779291820489862,0.008107146799455435,0.21405440414507773,1.4483400608432053,1.0,0.002509603088114911,1.0843079804628237,0.32174007459093545,0.04565863093182289,0.07775279900350622,0.13445458796465504
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Blueberries'}),0.14779291820489862,0.037874234972342484,0.008107146799455435,0.05485477178423237,1.4483400608432053,1.0,0.002509603088114911,1.0179660609872045,0.36323849216766596,0.04565863093182289,0.01764897836552767,0.13445458796465504
frozenset({'Organic Baby Carrots'}),frozenset({'Bag of Organic Bananas'}),0.028638710706094465,0.14779291820489862,0.006071161370242724,0.21199143468950749,1.4343815472646984,1.0,0.0018385627413631499,1.0814693130388924,0.3117639436359606,0.035637149028077755,0.07533206172070311,0.12653513643189068
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Baby Carrots'}),0.14779291820489862,0.028638710706094465,0.006071161370242724,0.04107883817427386,1.4343815472646984,1.0,0.0018385627413631499,1.012973045087976,0.3553542709451349,0.035637149028077755,0.012806900589195062,0.12653513643189068
frozenset({'Banana'}),frozenset({'100% Whole Wheat Bread'}),0.17746188659806458,0.024395030233157127,0.006193811094894092,0.03490220471352547,1.4307096314267833,1.0,0.0018646230061012048,1.0108871603807255,0.3659966008529757,0.03165548799598822,0.010769906679421098,0.14439931754027202
frozenset({'100% Whole Wheat Bread'}),frozenset({'Banana'}),0.024395030233157127,0.17746188659806458,0.006193811094894092,0.2538964303670186,1.4307096314267833,1.0,0.0018646230061012048,1.1024449511835912,0.30857382127632454,0.03165548799598822,0.09292523048303303,0.14439931754027202
frozenset({'Organic Cilantro'}),frozenset({'Bag of Organic Bananas'}),0.026897084616045036,0.14779291820489862,0.005678682251358346,0.2111263109895121,1.4285279264653852,1.0,0.0017034836247489648,1.0802833123564493,0.3082702544371193,0.03359941944847605,0.07431690505458731,0.12477477375201745
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Cilantro'}),0.14779291820489862,0.026897084616045036,0.005678682251358346,0.03842323651452283,1.4285279264653852,1.0,0.0017034836247489648,1.0119867204950943,0.3520021010468898,0.03359941944847605,0.011844740896629565,0.12477477375201745
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Zucchini'}),0.14779291820489862,0.039125262163786444,0.00816847166178112,0.05526970954356847,1.4126348677792375,1.0,0.002386034991063415,1.0170889486056196,0.3427605750044333,0.04569781803211198,0.016801823113944677,0.13202356950532657
frozenset({'Organic Zucchini'}),frozenset({'Bag of Organic Bananas'}),0.039125262163786444,0.14779291820489862,0.00816847166178112,0.20877742946708464,1.4126348677792375,1.0,0.002386034991063415,1.0770763038535554,0.3039969497342843,0.04569781803211198,0.07156067177208543,0.13202356950532657
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Baby Spinach'}),0.14779291820489862,0.09143536972759496,0.018961647431101517,0.128298755186722,1.403163300689337,1.0,0.0054481473119164115,1.042289013212346,0.33715347164222087,0.08608497132357036,0.04057321210938478,0.16783817705680837
frozenset({'Organic Baby Spinach'}),frozenset({'Bag of Organic Bananas'}),0.09143536972759496,0.14779291820489862,0.018961647431101517,0.2073775989268947,1.4031633006893367,1.0,0.0054481473119164115,1.0751741064109799,0.3162401073208838,0.08608497132357036,0.06991807741903064,0.16783817705680837
frozenset({'Organic Garlic'}),frozenset({'Bag of Organic Bananas'}),0.04071970858425423,0.14779291820489862,0.008401506138618718,0.20632530120481926,1.3960432185172225,1.0,0.0023834215784987248,1.0737485812370917,0.29573191530782356,0.04664623765747362,0.06868328631654548,0.13158588711693245
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Garlic'}),0.14779291820489862,0.04071970858425423,0.008401506138618718,0.05684647302904564,1.3960432185172225,1.0,0.0023834215784987248,1.0170987691649571,0.33288833659989925,0.04664623765747362,0.016811316347374202,0.13158588711693245
frozenset({'Organic Strawberries'}),frozenset({'Limes'}),0.10170115168091448,0.05191762844492414,0.007334453534151816,0.07211770381090207,1.3890793160440063,1.0,0.0020543709287612257,1.0217700838230686,0.31181015586103494,0.05013834157793242,0.021306245081685365,0.10669433501435725
frozenset({'Limes'}),frozenset({'Organic Strawberries'}),0.05191762844492414,0.10170115168091448,0.007334453534151816,0.14127096621781243,1.3890793160440063,1.0,0.0020543709287612257,1.0460795116739172,0.29543709735340307,0.05013834157793242,0.0440497219950151,0.10669433501435725
frozenset({'Organic Red Onion'}),frozenset({'Bag of Organic Bananas'}),0.02522904836078643,0.14779291820489862,0.005126758490427189,0.20320855614973263,1.3749546231166931,1.0,0.0013980838096540483,1.0695484852059327,0.27976138443647997,0.03053546643290233,0.06502602375481989,0.11894867641511528
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Red Onion'}),0.14779291820489862,0.02522904836078643,0.005126758490427189,0.03468879668049792,1.374954623116693,1.0,0.0013980838096540483,1.0097996876936488,0.3199964853197715,0.03053546643290233,0.009704585783771669,0.11894867641511528
frozenset({'Banana'}),frozenset({'Organic Blackberries'}),0.17746188659806458,0.02283737873008475,0.005543767554241841,0.031239201050521807,1.3678978406295352,1.0,0.0014910032398464884,1.0086727521691092,0.3269772553809385,0.02846526859374016,0.00859818226521814,0.1369944662610289
frozenset({'Organic Blackberries'}),frozenset({'Banana'}),0.02283737873008475,0.17746188659806458,0.005543767554241841,0.24274973147153597,1.367897840629535,1.0,0.0014910032398464884,1.0862169979818466,0.2752369451226576,0.02846526859374016,0.07937364094102264,0.1369944662610289
frozenset({'Organic Raspberries'}),frozenset({'Organic Baby Spinach'}),0.05287429629720481,0.09143536972759496,0.006610820158708744,0.12502899559266992,1.3674029641391223,1.0,0.001776239327687417,1.038393987567428,0.2836863998450076,0.04800926338291618,0.03697439317553331,0.098664732538119
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Raspberries'}),0.09143536972759496,0.05287429629720481,0.006610820158708744,0.07230046948356808,1.3674029641391223,1.0,0.001776239327687417,1.0209401563193086,0.2957265472722154,0.04800926338291618,0.020510659894897264,0.098664732538119
frozenset({'Organic Avocado'}),frozenset({'Organic Strawberries'}),0.06685636490746079,0.10170115168091448,0.009296849128573707,0.1390570537516052,1.3673105117618942,1.0,0.0024974798202854693,1.0433895210286244,0.287884118087005,0.058375048132460534,0.04158516081879859,0.11523523213388268
frozenset({'Organic Strawberries'}),frozenset({'Organic Avocado'}),0.10170115168091448,0.06685636490746079,0.009296849128573707,0.09141341051616016,1.3673105117618942,1.0,0.0024974798202854693,1.027027743852845,0.2990510707431017,0.058375048132460534,0.02631646906777011,0.11523523213388268
frozenset({'Banana'}),frozenset({'Original Hummus'}),0.17746188659806458,0.027399948487115647,0.0065862902137784705,0.03711382956665976,1.3545218737951972,1.0,0.0017238436625651426,1.0100882963924722,0.31820059151368474,0.033217864654212545,0.009987539137422544,0.1387449183643505
frozenset({'Original Hummus'}),frozenset({'Banana'}),0.027399948487115647,0.17746188659806458,0.0065862902137784705,0.2403760071620412,1.354521873795197,1.0,0.0017238436625651426,1.0828227138125655,0.2691055936301057,0.033217864654212545,0.0764877876646592,0.1387449183643505
frozenset({'Organic Whole Milk'}),frozenset({'Organic Hass Avocado'}),0.052530877068180985,0.08194228103957907,0.00577680203107944,0.10996964744338081,1.3420379082474432,1.0,0.0014723021391029748,1.0314903489788778,0.26899511471152054,0.044887067568855424,0.030528980721973593,0.090234037911183
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Whole Milk'}),0.08194228103957907,0.052530877068180985,0.00577680203107944,0.07049842837898518,1.342037908247443,1.0,0.0014723021391029748,1.019330307617952,0.27761279072656664,0.044887067568855424,0.018963732828787033,0.090234037911183
frozenset({'Organic Whole Milk'}),frozenset({'Bag of Organic Bananas'}),0.052530877068180985,0.14779291820489862,0.010376166705505747,0.19752509922951203,1.3364990801228054,1.0,0.0026124750877364895,1.0619735034414952,0.26573585194366023,0.05462646090269259,0.05835692062058064,0.13386628405459006
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Whole Milk'}),0.14779291820489862,0.052530877068180985,0.010376166705505747,0.07020746887966806,1.3364990801228054,1.0,0.0026124750877364895,1.0190113291082132,0.2954405331181405,0.05462646090269259,0.018656641555546607,0.13386628405459006
